"PC1" "PC2" "PC3" "Population" "Superpopulation"
"HG02490" -48.4926944851866 46.2101016251643 -47.7128965689158 "PJL" "SAS"
"HG02491" -48.2107537876031 42.2714165267554 -55.1858376858941 "PJL" "SAS"
"HG02493" -45.1715703966889 46.439778373746 -51.2856961531891 "PJL" "SAS"
"HG02494" -46.8340927542095 46.2661170993987 -45.9589521595768 "PJL" "SAS"
"HG02496" 151.067204778784 -16.8853724544119 0.846005269862171 "ACB" "AFR"
"HG02497" 157.99451584678 -20.0518602545783 1.6803160053191 "ACB" "AFR"
"HG02501" 122.935613405322 0.874644510972725 3.83405730711681 "ACB" "AFR"
"HG02502" 130.933147229377 -6.16237733468142 4.10316660700694 "ACB" "AFR"
"HG02505" 149.06263908651 -15.2806233762139 2.39270150944433 "ACB" "AFR"
"HG02508" 150.808304405579 -20.0200083199641 1.36557228160987 "ACB" "AFR"
"HG02511" 155.184725221778 -21.1068470837102 0.591276338686747 "ACB" "AFR"
"HG02512" -90.0650200580745 -109.557777052486 1.71740064233237 "KHV" "EAS"
"HG02513" -91.5625331180539 -111.307664250836 4.44209053323875 "KHV" "EAS"
"HG02521" -89.2251935668677 -108.233068095202 2.30419185955031 "KHV" "EAS"
"HG02522" -89.3356912999522 -109.634705441953 1.96078821703694 "KHV" "EAS"
"HG02536" 129.213458914662 -4.33986477615164 3.52717859308672 "ACB" "AFR"
"HG02537" 156.72020649553 -21.5973446961057 0.56230119747258 "ACB" "AFR"
"HG02541" 128.913798634532 -5.17996717584617 2.09590823907414 "ACB" "AFR"
"HG02545" 151.421863808843 -17.595204090805 0.395308481147743 "ACB" "AFR"
"HG02546" 150.856883989914 -17.5328241299316 0.993991351249014 "ACB" "AFR"
"HG02549" 161.733812686692 -22.816439204827 0.451583994883286 "ACB" "AFR"
"HG02554" 144.993769982339 -13.6330797482355 1.61717806639206 "ACB" "AFR"
"HG02555" 146.729070660781 -15.416197711833 0.930609150169924 "ACB" "AFR"
"HG02557" 153.905047197427 -20.7675462995938 0.373794873974379 "ACB" "AFR"
"HG02558" 147.608853215138 -15.6365044348629 1.11329915161442 "ACB" "AFR"
"HG02561" 159.8946528922 -23.7456287586828 -0.913944413998277 "GWD" "AFR"
"HG02562" 163.874505756006 -24.5935650920141 -1.08039296197027 "GWD" "AFR"
"HG02568" 160.712263817668 -23.2248276327525 -0.148984750909025 "GWD" "AFR"
"HG02570" 165.593277903289 -26.7258098026144 -0.994164170153495 "GWD" "AFR"
"HG02571" 163.78283089244 -25.0230389955364 -0.720325760159709 "GWD" "AFR"
"HG02573" 161.584999064121 -22.9481474735073 -0.515327330709913 "GWD" "AFR"
"HG02574" 159.303217112103 -20.5434169319143 2.6511903381184 "GWD" "AFR"
"HG02577" 125.829966316949 -0.688616004844237 4.58071659463269 "ACB" "AFR"
"HG02580" 137.639543751569 -10.4079089073698 2.76153726797082 "ACB" "AFR"
"HG02582" 165.011331889071 -23.9061733791415 -0.633097224402427 "GWD" "AFR"
"HG02583" 163.954908907652 -25.0818106480166 -0.381783614231225 "GWD" "AFR"
"HG02585" 165.026355648893 -25.9482298484619 0.240008232687849 "GWD" "AFR"
"HG02586" 165.752235253719 -24.1937846852195 -3.04018872937967 "GWD" "AFR"
"HG02588" 164.918862634119 -23.5000647688444 0.542418413468014 "GWD" "AFR"
"HG02589" 161.882010556888 -24.6326265547975 0.70873185691971 "GWD" "AFR"
"HG02594" 162.074278596272 -23.7320357149517 0.790534309819562 "GWD" "AFR"
"HG02595" 165.848505915699 -25.1476399582243 0.260806204864411 "GWD" "AFR"
"HG02597" -44.6721469904528 50.9135642000152 -51.2613562243247 "PJL" "SAS"
"HG02600" -52.2329542702002 32.8768688499544 -61.7588182004361 "PJL" "SAS"
"HG02601" -48.4111539245704 34.1425268978222 -60.4753870201614 "PJL" "SAS"
"HG02603" -46.0171034952116 42.3027835742497 -52.8450957167127 "PJL" "SAS"
"HG02604" -45.7813856769482 45.6173255753688 -46.537142473095 "PJL" "SAS"
"HG02610" 164.049051107864 -23.9590553366209 -0.805293960884495 "GWD" "AFR"
"HG02611" 165.913595602577 -26.0194397801122 -0.912984567829581 "GWD" "AFR"
"HG02613" 162.020106272362 -21.7762781531847 1.31347777501489 "GWD" "AFR"
"HG02614" 158.375004521323 -18.269374853492 1.75307147076172 "GWD" "AFR"
"HG02620" 163.808707599633 -25.5783391024954 0.94252503812302 "GWD" "AFR"
"HG02621" 165.614117905827 -27.1806466010409 -2.17769630308954 "GWD" "AFR"
"HG02623" 165.923664856707 -24.8733983255016 0.723162009720999 "GWD" "AFR"
"HG02624" 165.226646217201 -25.1133403230152 -0.828087393535591 "GWD" "AFR"
"HG02628" 165.957490537759 -26.1354816539548 -1.01565792277558 "GWD" "AFR"
"HG02629" 164.985487483925 -25.3075333107853 0.0340650818676116 "GWD" "AFR"
"HG02634" 162.791530490932 -22.6339719602144 0.768613908874252 "GWD" "AFR"
"HG02635" 163.296422491666 -26.3616888216615 1.24766615738124 "GWD" "AFR"
"HG02642" 162.964688360951 -24.2159801321527 -0.937612533320773 "GWD" "AFR"
"HG02643" 161.746290000018 -24.2927513408788 -0.362126208084883 "GWD" "AFR"
"HG02645" 164.434099908503 -23.965538731743 -0.433571288102906 "GWD" "AFR"
"HG02646" 164.340402067582 -26.1006544402701 -0.83007656473206 "GWD" "AFR"
"HG02648" -45.3344662659333 49.0003368471052 -42.2361648242999 "PJL" "SAS"
"HG02649" -45.4882347241652 51.6852239018044 -42.2222572501317 "PJL" "SAS"
"HG02651" -47.5626669996782 42.9639203854333 -50.4577231919001 "PJL" "SAS"
"HG02652" -47.3750479569608 44.2461055248221 -50.8689954350874 "PJL" "SAS"
"HG02654" -45.7712600301538 51.88938727659 -43.865568051747 "PJL" "SAS"
"HG02655" -45.5009918408151 52.1154171834544 -43.6825621013379 "PJL" "SAS"
"HG02657" -47.6635957615725 37.5741650411074 -55.629802657669 "PJL" "SAS"
"HG02658" -49.6039354128624 39.0295745465229 -54.590661018836 "PJL" "SAS"
"HG02660" -47.7885558625586 41.8505972481055 -52.7938336246586 "PJL" "SAS"
"HG02661" -49.2389400127637 39.7136753174407 -52.7302109971358 "PJL" "SAS"
"HG02666" 164.890606762991 -25.2051688554627 -0.618612664778371 "GWD" "AFR"
"HG02667" 162.519935037043 -24.7088511976025 1.32827845394387 "GWD" "AFR"
"HG02675" 166.850770877578 -23.1958973787477 -1.06817751690758 "GWD" "AFR"
"HG02676" 160.369430372892 -23.0191794056114 0.754332223593077 "GWD" "AFR"
"HG02678" 162.679058448021 -22.7525386324936 -1.22875935123369 "GWD" "AFR"
"HG02679" 165.26445746965 -25.1244279156517 -0.544145876223832 "GWD" "AFR"
"HG02681" -46.8715022047816 47.6984127557143 -47.4876048298846 "PJL" "SAS"
"HG02682" -46.2382231373243 47.0900890624086 -45.4564105448236 "PJL" "SAS"
"HG02684" -46.518132416637 29.8563781805724 -66.8281363060206 "PJL" "SAS"
"HG02685" -50.0039783582613 31.1178645740404 -66.3462021574407 "PJL" "SAS"
"HG02687" -50.005165413325 26.1961160074394 -72.7721821508758 "PJL" "SAS"
"HG02688" -51.6491148726396 27.3426447117853 -67.6348298106965 "PJL" "SAS"
"HG02690" -44.1880294459098 51.0753866406441 -47.4347478914506 "PJL" "SAS"
"HG02691" -46.6558510162253 50.7172587568849 -45.1930079099783 "PJL" "SAS"
"HG02694" -46.061838411445 52.319750334267 -45.9362595487451 "PJL" "SAS"
"HG02696" -49.6661898248827 35.8999898810584 -54.5402671546143 "PJL" "SAS"
"HG02697" -45.6059455681052 46.3727115114325 -46.9106481098964 "PJL" "SAS"
"HG02699" -45.652620838396 50.0628494608319 -47.006647806006 "PJL" "SAS"
"HG02700" -45.591552052427 47.4145189451392 -47.0608450117651 "PJL" "SAS"
"HG02702" 158.241223633832 -24.0283801045148 -0.336940485828659 "GWD" "AFR"
"HG02703" 166.256271928877 -25.9418774325526 0.511116653471142 "GWD" "AFR"
"HG02715" 166.056628651074 -24.2636729035474 -0.0504853883259214 "GWD" "AFR"
"HG02716" 166.742237318966 -25.9378635324221 -0.55362648033373 "GWD" "AFR"
"HG02721" 162.355903036213 -24.8315398300045 0.0836258476246868 "GWD" "AFR"
"HG02722" 165.919312744328 -25.3896407259524 0.920407874829272 "GWD" "AFR"
"HG02724" -51.4464322065273 24.0969161879466 -67.9578287730642 "PJL" "SAS"
"HG02725" -51.6957183415142 25.8151560684004 -68.9732988494386 "PJL" "SAS"
"HG02727" -49.7823132686597 24.5425485267786 -69.7325577179238 "PJL" "SAS"
"HG02728" -51.5295738636649 21.5890665292868 -69.1886289809433 "PJL" "SAS"
"HG02731" -46.8909666355989 38.5201840143422 -57.1424484934565 "PJL" "SAS"
"HG02733" -44.8099168346471 45.4770417483523 -55.4892568288534 "PJL" "SAS"
"HG02734" -47.7630893640776 43.2094724945806 -47.2087417799224 "PJL" "SAS"
"HG02736" -47.3218628215029 46.2586191815422 -47.146351934043 "PJL" "SAS"
"HG02737" -47.4355037324748 47.1471068091417 -46.7335672929267 "PJL" "SAS"
"HG02756" 164.967924034598 -25.2282207207818 -0.151594724803463 "GWD" "AFR"
"HG02757" 164.348945827228 -24.6084391641651 -0.625459379462934 "GWD" "AFR"
"HG02759" 164.552579003632 -23.7900764296225 -0.0381314305100754 "GWD" "AFR"
"HG02760" 161.855019061952 -23.9262962844263 2.59305911244251 "GWD" "AFR"
"HG02763" 165.536531869648 -24.4397263121215 0.416949741662532 "GWD" "AFR"
"HG02768" 164.408481927534 -25.9690594918422 -1.27437476446241 "GWD" "AFR"
"HG02769" 163.956620305063 -25.4551250322023 -0.179500279667708 "GWD" "AFR"
"HG02771" 166.446041211101 -26.7092835514318 0.138150466510196 "GWD" "AFR"
"HG02772" 166.738960472514 -26.5971397220074 -2.43476292627148 "GWD" "AFR"
"HG02774" -49.3302134111286 30.5605997222928 -62.5457687297478 "PJL" "SAS"
"HG02775" -51.8410520125315 27.7518234962709 -68.1122635913121 "PJL" "SAS"
"HG02778" -49.9236841879142 25.7969480070034 -69.6185979293766 "PJL" "SAS"
"HG02780" -53.105891629535 27.7465127169473 -68.0530805344271 "PJL" "SAS"
"HG02783" -51.2406973842824 24.885785194373 -69.8703578781342 "PJL" "SAS"
"HG02784" -49.8257965714248 30.0390456049135 -68.1285064548567 "PJL" "SAS"
"HG02786" -50.858286023479 23.9826318868234 -72.5813033598911 "PJL" "SAS"
"HG02787" -52.2458665757906 25.258822378421 -68.8303132042689 "PJL" "SAS"
"HG02789" -51.1304997138315 25.4344170786563 -67.856572323647 "PJL" "SAS"
"HG02790" -49.9214545968695 26.0446423458829 -67.2598486441998 "PJL" "SAS"
"HG02792" -52.3659779728868 24.8463213801526 -71.0208943049697 "PJL" "SAS"
"HG02793" -51.1728432653586 24.8235056340002 -73.7246495212202 "PJL" "SAS"
"HG02798" 164.919584552383 -24.9700340367411 1.1773394621803 "GWD" "AFR"
"HG02799" 165.045239759499 -23.7562932631054 -0.825360564948656 "GWD" "AFR"
"HG02804" 165.67103531957 -26.0242452660397 -0.810549349597452 "GWD" "AFR"
"HG02805" 167.36219703804 -27.4755843040789 -2.43051779691552 "GWD" "AFR"
"HG02807" 159.988135695206 -22.4738286006508 0.482923160139912 "GWD" "AFR"
"HG02808" 163.05257126979 -25.6798289803663 0.305776679379245 "GWD" "AFR"
"HG02810" 151.753324323473 -16.9915709592799 2.08131524446075 "GWD" "AFR"
"HG02811" 164.498237559629 -25.1579889100761 -0.552928930084278 "GWD" "AFR"
"HG02813" 164.30865143033 -24.3792125257015 -1.85447423335391 "GWD" "AFR"
"HG02814" 165.438029490121 -25.0440118073016 -0.957143054000006 "GWD" "AFR"
"HG02816" 163.439461182675 -24.2730745727976 1.31171480449426 "GWD" "AFR"
"HG02817" 162.820020905445 -23.3219267514533 1.38455222801004 "GWD" "AFR"
"HG02819" 166.893031167031 -26.0602634291001 1.31282426846745 "GWD" "AFR"
"HG02820" 166.748842657128 -27.2563836436085 -1.33970882552699 "GWD" "AFR"
"HG02836" 162.517454564578 -24.6335795928433 -0.159449313505639 "GWD" "AFR"
"HG02837" 165.53938266742 -24.7568574871214 -0.127601274540939 "GWD" "AFR"
"HG02839" 163.508588668753 -23.9274895444925 -0.579160591632549 "GWD" "AFR"
"HG02840" 162.438195330781 -23.0320277309113 -0.0270173631334845 "GWD" "AFR"
"HG02851" 164.206958406976 -23.3239178563191 1.0463708639638 "GWD" "AFR"
"HG02852" 162.062012760373 -22.9774999421845 0.162906902013716 "GWD" "AFR"
"HG02854" 163.165437656962 -23.9736217327818 -0.691178403659931 "GWD" "AFR"
"HG02855" 164.172949418295 -25.1231367188454 -0.955562829184725 "GWD" "AFR"
"HG02860" 165.310510604128 -25.8370058577507 -0.656484767565999 "GWD" "AFR"
"HG02861" 163.840953271155 -24.6359434249217 1.62673581745262 "GWD" "AFR"
"HG02870" 164.115270099888 -24.2557250778204 -1.4593984301307 "GWD" "AFR"
"HG02878" 162.369618842602 -25.0378503453555 -1.25041816897304 "GWD" "AFR"
"HG02879" 164.215742997739 -24.9815148741164 -1.75267693841658 "GWD" "AFR"
"HG02881" 164.600403618613 -25.2930236686478 -1.20270287135669 "GWD" "AFR"
"HG02882" 165.198369307192 -25.2204546171774 -1.44687130860424 "GWD" "AFR"
"HG02884" 164.587130022779 -23.859587261756 -0.344369942296114 "GWD" "AFR"
"HG02885" 164.447465096109 -25.9212263181392 -0.0401964519441245 "GWD" "AFR"
"HG02887" 166.442800996284 -25.649492158389 -0.0463716307072516 "GWD" "AFR"
"HG02888" 163.381765331438 -23.1203796431248 -0.65974396855053 "GWD" "AFR"
"HG02890" 162.337650952894 -24.3240216362598 -0.365531043439705 "GWD" "AFR"
"HG02891" 163.472269692059 -23.9217536159994 0.696032646402176 "GWD" "AFR"
"HG02895" 163.659089451833 -22.7463936242423 0.204545701884524 "GWD" "AFR"
"HG02896" 164.324115510559 -24.8654047477035 0.6785272687678 "GWD" "AFR"
"HG02922" 169.088689173647 -27.7999194917253 -0.345390914314676 "ESN" "AFR"
"HG02923" 168.811548017797 -27.534838789581 -0.379904441402033 "ESN" "AFR"
"HG02938" 171.256193823994 -26.9649533113453 0.708067555999245 "ESN" "AFR"
"HG02941" 168.459216971372 -28.1090481882408 -0.304397758230297 "ESN" "AFR"
"HG02943" 168.874185218388 -27.7637405276083 -0.695343716538807 "ESN" "AFR"
"HG02944" 169.546348304869 -29.2676812253981 0.900225915937935 "ESN" "AFR"
"HG02946" 170.742554756504 -26.7010399185098 -0.154642283268586 "ESN" "AFR"
"HG02947" 170.789356429901 -26.8064093919596 -0.13087663854343 "ESN" "AFR"
"HG02952" 169.069362349943 -30.1334187686501 -0.849079636231807 "ESN" "AFR"
"HG02953" 168.040815360641 -27.8998985940001 0.12654877807876 "ESN" "AFR"
"HG02968" 169.114854494428 -26.9397482008909 -1.075480616944 "ESN" "AFR"
"HG02970" 170.30898786111 -27.3989057136034 0.844562017745534 "ESN" "AFR"
"HG02971" 169.907388419817 -27.5014992436732 0.285160461006838 "ESN" "AFR"
"HG02973" 168.466185854048 -26.370481179204 1.09161877547919 "ESN" "AFR"
"HG02974" 169.93062446427 -27.6384443800198 -0.573696977803055 "ESN" "AFR"
"HG02976" 167.269736103275 -27.1597076351939 0.37884125191252 "ESN" "AFR"
"HG02977" 170.735875090664 -28.3449625787047 -0.160511073236274 "ESN" "AFR"
"HG02979" 167.888947802368 -27.5484960524256 -0.509745534962814 "ESN" "AFR"
"HG02981" 169.634882854192 -27.7275125659659 -0.68954733066866 "ESN" "AFR"
"HG02982" 164.07571218278 -23.9344567961201 -0.334403269593209 "GWD" "AFR"
"HG02983" 163.6865335927 -24.3963012448913 -0.127844610143875 "GWD" "AFR"
"HG03006" -54.9514068191742 12.9901727873741 -65.0952598231571 "BEB" "SAS"
"HG03007" -53.3813335248884 13.7814710734622 -63.6288842578396 "BEB" "SAS"
"HG03009" -53.9833251278859 14.1757839380493 -62.3729487445817 "BEB" "SAS"
"HG03012" -54.9868614677103 13.1675229343618 -63.471701157742 "BEB" "SAS"
"HG03015" -51.5108025336186 25.0511324168399 -67.2191263385019 "PJL" "SAS"
"HG03016" -50.3287195003411 25.8050080494768 -66.7106035073784 "PJL" "SAS"
"HG03018" -50.0613550713726 28.4186118164539 -69.44143498023 "PJL" "SAS"
"HG03019" -51.5931792556103 24.645835799351 -69.8901438049531 "PJL" "SAS"
"HG03021" -51.3311197360915 26.506417108247 -69.5433425294673 "PJL" "SAS"
"HG03022" -49.0103319468151 32.8079688968097 -64.9500335492463 "PJL" "SAS"
"HG03024" 165.64201580662 -25.0359567601336 -0.229366717462181 "GWD" "AFR"
"HG03025" 167.031631168312 -27.0765064308035 0.446297843263829 "GWD" "AFR"
"HG03027" 165.4353681404 -27.4481488497438 -3.71361741729218 "GWD" "AFR"
"HG03028" 166.080691603113 -25.4342055305749 -0.629054720587403 "GWD" "AFR"
"HG03039" 164.41111848492 -24.8749208517975 -0.635731298710212 "GWD" "AFR"
"HG03040" 166.292415534453 -24.7728710097945 -1.40038895030198 "GWD" "AFR"
"HG03045" 161.489385906841 -25.7793162548222 -0.476592706970083 "GWD" "AFR"
"HG03046" 162.57594743974 -23.3628478785272 0.439990880680344 "GWD" "AFR"
"HG03048" 162.639393681258 -25.1840512765293 -0.412221225206785 "GWD" "AFR"
"HG03049" 163.730876983172 -23.9416626421923 1.18376037547508 "GWD" "AFR"
"HG03052" 169.188102700609 -26.0015692033472 -1.43514152688904 "MSL" "AFR"
"HG03054" 167.88666090858 -28.2255037156957 -1.11540988816181 "MSL" "AFR"
"HG03055" 166.65358408015 -26.844933717233 -0.431266872756226 "MSL" "AFR"
"HG03057" 167.670202594338 -28.635113302331 -0.557847368533629 "MSL" "AFR"
"HG03058" 166.799661864687 -26.4589879670049 -1.85183477707183 "MSL" "AFR"
"HG03060" 168.4807018336 -27.3961915829891 0.403270248860056 "MSL" "AFR"
"HG03061" 166.789266643464 -28.0813484405755 -0.937032454835415 "MSL" "AFR"
"HG03063" 170.453602828375 -26.8880726715109 -0.405404523005211 "MSL" "AFR"
"HG03064" 169.506710718959 -26.9141499640718 -1.15233225416451 "MSL" "AFR"
"HG03066" 168.965824509122 -25.4165460834429 -1.7102617010868 "MSL" "AFR"
"HG03069" 165.660782880575 -26.8602609661259 -0.0775063362080258 "MSL" "AFR"
"HG03072" 167.630496279539 -25.8762702250786 -1.58127806462668 "MSL" "AFR"
"HG03073" 166.267148958167 -26.4699056108225 -0.262241439051766 "MSL" "AFR"
"HG03074" 168.323158233796 -27.4937538479566 -1.04367770607418 "MSL" "AFR"
"HG03077" 167.099556139802 -27.4795338110651 -0.26682550535873 "MSL" "AFR"
"HG03078" 166.072473814639 -26.8273425317062 -1.18242060100136 "MSL" "AFR"
"HG03079" 167.825765050855 -27.612246949847 -0.23280905310932 "MSL" "AFR"
"HG03081" 169.82601328433 -26.3341527494097 -5.18890807057771e-05 "MSL" "AFR"
"HG03082" 168.126278878576 -26.7041661819789 0.0954185150739317 "MSL" "AFR"
"HG03084" 166.468120412886 -26.1732178607087 -1.00554542250952 "MSL" "AFR"
"HG03085" 166.987276420392 -26.3102108092969 0.0840646553012002 "MSL" "AFR"
"HG03086" 166.738311800217 -26.0830980026261 0.373631678659697 "MSL" "AFR"
"HG03088" 164.825234238026 -25.6890005703268 -0.287865176985838 "MSL" "AFR"
"HG03091" 167.863208619332 -26.6148599575995 1.10215782406127 "MSL" "AFR"
"HG03095" 168.130400769859 -26.8554947341698 -1.44669305124616 "MSL" "AFR"
"HG03096" 166.539771963868 -28.9589433084445 -1.08619340943885 "MSL" "AFR"
"HG03097" 167.294075790912 -28.0675658279673 1.34943748614483 "MSL" "AFR"
"HG03099" 170.262843434492 -29.0266714685268 0.760628738999564 "ESN" "AFR"
"HG03100" 167.822343823412 -28.4264181520279 -0.512047110239088 "ESN" "AFR"
"HG03103" 168.770345041376 -27.4095078388869 -1.54665965246034 "ESN" "AFR"
"HG03105" 170.084154808169 -27.430619316401 -0.519779196351988 "ESN" "AFR"
"HG03108" 168.527981739383 -26.9448468840555 -0.709003443266561 "ESN" "AFR"
"HG03109" 168.711768103816 -26.1469912286778 -2.18174767725477 "ESN" "AFR"
"HG03111" 168.627107513918 -28.4801178960466 -0.480695476997618 "ESN" "AFR"
"HG03112" 168.199499880071 -27.6684186554955 0.869426888268777 "ESN" "AFR"
"HG03114" 168.959567380458 -27.3485324251491 0.0875277880802272 "ESN" "AFR"
"HG03115" 167.36711486319 -28.0563630624868 -1.52607937626333 "ESN" "AFR"
"HG03117" 167.116608442662 -26.6183292175177 -2.03407442613158 "ESN" "AFR"
"HG03118" 169.270496005729 -26.3657990125085 -0.546539187262983 "ESN" "AFR"
"HG03120" 168.152925009697 -26.9701621313658 -0.319847044275494 "ESN" "AFR"
"HG03121" 167.488484784166 -29.0756108968364 -0.16848055071757 "ESN" "AFR"
"HG03123" 168.73269043229 -29.0023317064886 0.401519304069138 "ESN" "AFR"
"HG03124" 169.164147814526 -27.3424620187872 0.672186117119816 "ESN" "AFR"
"HG03126" 166.990249046516 -29.5821554824747 1.00384754382374 "ESN" "AFR"
"HG03127" 167.867415607181 -28.8117811488594 -0.144198984583819 "ESN" "AFR"
"HG03129" 168.096098269232 -27.3817371338448 0.220559321649591 "ESN" "AFR"
"HG03130" 167.943402236724 -28.7125736784077 0.634254445462207 "ESN" "AFR"
"HG03132" 169.046000385986 -27.3015584587098 0.615183480230471 "ESN" "AFR"
"HG03133" 169.792022850469 -28.084574849456 0.635677413864377 "ESN" "AFR"
"HG03135" 167.674603452136 -26.815050574533 0.00823731343830908 "ESN" "AFR"
"HG03136" 169.454000728918 -26.5390536721115 -0.266284746254874 "ESN" "AFR"
"HG03139" 169.452968714363 -26.6840104556832 -0.533619006624498 "ESN" "AFR"
"HG03157" 171.602808408576 -27.0575470324856 -0.175020163806512 "ESN" "AFR"
"HG03159" 169.79115973852 -27.6666353438431 0.267698915648786 "ESN" "AFR"
"HG03160" 168.224388297956 -28.8322767674125 -1.05802028410843 "ESN" "AFR"
"HG03162" 170.706374030358 -28.1901148101282 -1.11466809693756 "ESN" "AFR"
"HG03163" 166.481227347565 -27.2046706683988 -0.439118362625401 "ESN" "AFR"
"HG03166" 169.47452363792 -29.1733189507827 0.295120784207042 "ESN" "AFR"
"HG03168" 167.10343089823 -27.4195747433337 -1.20047519626153 "ESN" "AFR"
"HG03169" 168.048398652657 -27.1506679619361 0.987365769095644 "ESN" "AFR"
"HG03172" 169.663368750914 -27.4553917453966 -0.482718696759763 "ESN" "AFR"
"HG03175" 170.432853187328 -27.5041595930883 -1.71779114589916 "ESN" "AFR"
"HG03189" 169.680376922763 -29.9889927877297 -0.950200149924738 "ESN" "AFR"
"HG03190" 169.769451932611 -27.1912155568068 1.62743781099262 "ESN" "AFR"
"HG03193" 167.931549883352 -27.6429242398551 0.0524128165929278 "ESN" "AFR"
